symbol,name,sector,market_value,index_weight,amount_shares,isin,country
EMR,EMERSON ELECTRIC,Industrials,50638294.74,0.30853,463254,US2910111044,United States
USB,US BANCORP,Financials,49874246.4,0.30388,1264560,US9029733048,United States
PGR,PROGRESSIVE CORP,Financials,49819400.5,0.30354,237518,US7433151039,United States
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,49354828.46,0.30071,203954,US0530151036,United States
FDX,FEDEX CORP,Industrials,49094538.33,0.29913,186409,US31428X1063,United States
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,47912514.86,0.29192,323974,US6934751057,United States
VLO,VALERO ENERGY CORP,Energy,45065789.05,0.27458,277345,US91913Y1001,United States
BA,BOEING,Industrials,44309847.62,0.26997,260294,US0970231058,United States
NSC,NORFOLK SOUTHERN CORP,Industrials,44100116.88,0.26869,183544,US6558441084,United States
COF,CAPITAL ONE FINANCIAL CORP,Financials,43843407.69,0.26713,309563,US14040H1059,United States
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,42472262.7,0.25878,632310,US6092071058,United States
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,41933347.12,0.25549,179956,US0091581068,United States
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,41747360.4,0.25436,571960,US0268747849,United States
MMM,3M,Industrials,41094920.04,0.25038,449223,US88579Y1010,United States
WELL,WELLTOWER INC,Real Estate,40733733.6,0.24818,448560,US95040Q1040,United States
GM,GENERAL MOTORS,Consumer Discretionary,39788561.0,0.24243,937525,US37045V1008,United States
CME,CME GROUP INC CLASS A,Financials,39244802.8,0.23911,187192,US12572Q1058,United States
TRV,TRAVELERS COMPANIES INC,Financials,38984302.98,0.23753,185269,US89417E1091,United States
TFC,TRUIST FINANCIAL CORP,Financials,38689606.69,0.23573,1083439,US89832Q1094,United States
MMC,MARSH & MCLENNAN INC,Financials,38625646.56,0.23534,191472,US5717481023,United States
F,FORD MOTOR CO,Consumer Discretionary,38259578.16,0.23311,3172436,US3453708600,United States
AMT,AMERICAN TOWER REIT CORP,Real Estate,38102904.0,0.23215,222824,US03027X1000,United States
ETN,EATON PLC,Industrials,38034221.28,0.23174,123112,IE00B8KQN827,United States
COP,CONOCOPHILLIPS,Energy,37822813.3,0.23045,295930,US20825C1045,United States
ISRG,INTUITIVE SURGICAL INC,Health Care,36381357.42,0.22167,97634,US46120E6023,United States
DE,DEERE,Industrials,36380088.4,0.22166,90814,US2441991054,United States
BSX,BOSTON SCIENTIFIC CORP,Health Care,36110017.16,0.22001,535598,US1011371077,United States
ALL,ALLSTATE CORP,Financials,36083508.03,0.21985,213373,US0200021014,United States
NEM,NEWMONT,Materials,36040317.9,0.21959,934898,US6516391066,United States
CL,COLGATE-PALMOLIVE,Consumer Staples,35488321.96,0.21622,409276,US1941621039,United States
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,35265320.16,0.21487,553008,IE00BY7QL619,United States
OXY,OCCIDENTAL PETROLEUM CORP,Energy,35227849.28,0.21464,533432,US6745991058,United States
O,REALTY INCOME REIT CORP,Real Estate,35186744.34,0.21439,676278,US7561091049,United States
AEP,AMERICAN ELECTRIC POWER INC,Utilities,35149672.32,0.21416,425747,US0255371017,United States
MET,METLIFE INC,Financials,35055232.65,0.21359,501147,US59156R1086,United States
SRE,SEMPRA,Utilities,34929996.56,0.21282,510374,US8168511090,United States
AFL,AFLAC INC,Financials,34744954.88,0.2117,429056,US0010551028,United States
KMB,KIMBERLY CLARK CORP,Consumer Staples,34512226.77,0.21028,274757,US4943681035,United States
FI,FISERV INC,Financials,34441286.58,0.20985,234438,US3377381088,United States
BK,BANK OF NEW YORK MELLON CORP,Financials,34151737.75,0.20808,618131,US0640581007,United States
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,33736710.0,0.20555,481953,US31620M1062,United States
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,33694104.72,0.20529,130254,US21036P1084,United States
CCI,CROWN CASTLE INC,Real Estate,33158220.68,0.20203,351364,US22822V1017,United States
D,DOMINION ENERGY INC,Utilities,32913946.2,0.20054,677660,US25746U1097,United States
SBUX,STARBUCKS CORP,Consumer Discretionary,32783128.35,0.19974,376169,US8552441094,United States
WM,WASTE MANAGEMENT INC,Industrials,32441048.65,0.19766,158195,US94106L1098,United States
SYK,STRYKER CORP,Health Care,32362865.85,0.19718,98833,US8636671013,United States
CMI,CUMMINS INC,Industrials,32323432.14,0.19694,110917,US2310211063,United States
DOW,DOW INC,Materials,32244887.43,0.19646,570807,US2605571031,United States
HUM,HUMANA INC,Health Care,32097426.79,0.19556,98813,US4448591028,United States
CNC,CENTENE CORP,Health Care,32052266.25,0.19529,434607,US15135B1017,United States
COR,CENCORA INC,Health Care,32033601.6,0.19518,134992,US03073E1055,United States
PRU,PRUDENTIAL FINANCIAL INC,Financials,31977474.7,0.19483,294181,US7443201022,United States
GIS,GENERAL MILLS INC,Consumer Staples,31940376.09,0.19461,462301,US3703341046,United States
A,AGILENT TECHNOLOGIES INC,Health Care,31379803.84,0.19119,236936,US00846U1016,United States
ADI,ANALOG DEVICES INC,Information Technology,31001534.18,0.18889,165271,US0326541051,United States
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,30962697.6,0.18865,153220,US5024311095,United States
CTVA,CORTEVA INC,Materials,30754502.0,0.18738,569950,US22052L1044,United States
REGN,REGENERON PHARMACEUTICALS INC,Health Care,30642401.24,0.1867,34276,US75886F1075,United States
SYY,SYSCO CORP,Consumer Staples,30535943.64,0.18605,403701,US8718291078,United States
AXP,AMERICAN EXPRESS,Financials,30353212.5,0.18494,139555,US0258161092,United States
TJX,TJX INC,Consumer Discretionary,30010072.18,0.18285,323873,US8725401090,United States
KR,KROGER,Consumer Staples,29910941.49,0.18224,538257,US5010441013,United States
EQIX,EQUINIX REIT INC,Real Estate,29737530.9,0.18119,40194,US29444U7000,United States
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,29669178.96,0.18077,75402,US92532F1003,United States
EXC,EXELON CORP,Utilities,29658714.4,0.18071,808580,US30161N1019,United States
ITW,ILLINOIS TOOL INC,Industrials,29642869.07,0.18061,119129,US4523081093,United States
SHW,SHERWIN WILLIAMS,Materials,29630869.5,0.18054,95775,US8243481061,United States
FCX,FREEPORT MCMORAN INC,Materials,29412620.16,0.17921,586376,US35671D8570,United States
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,29126696.36,0.17746,342788,US36266G1076,United States
PCG,PG&E CORP,Utilities,28704607.64,0.17489,1735466,US69331C1080,United States
KMI,KINDER MORGAN INC,Energy,28661356.35,0.17463,1573935,US49456B1017,United States
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,28279743.8,0.1723,176638,US0090661010,United States
HAL,HALLIBURTON,Energy,27987895.05,0.17053,724137,US4062161017,United States
CSX,CSX CORP,Industrials,27554368.48,0.16788,801232,US1264081035,United States
MRNA,MODERNA INC,Health Care,27546222.0,0.16783,270061,US60770K1079,United States
KVUE,KENVUE INC,Consumer Staples,27387211.72,0.16687,1398734,US49177J1025,United States
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,27386177.58,0.16686,189118,US5184391044,United States
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,27108503.73,0.16517,403821,US1924461023,United States
DVN,DEVON ENERGY CORP,Energy,26858443.19,0.16364,522233,US25179M1036,United States
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,26819932.24,0.16341,434542,US0394831020,United States
EW,EDWARDS LIFESCIENCES CORP,Health Care,26743048.15,0.16294,309347,US28176E1082,United States
MPC,MARATHON PETROLEUM CORP,Energy,26390106.4,0.16079,135320,US56585A1025,United States
KDP,KEURIG DR PEPPER INC,Consumer Staples,26277050.91,0.1601,844107,US49271V1008,United States
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,26243177.1,0.1599,403121,US7445731067,United States
CEG,CONSTELLATION ENERGY CORP,Utilities,26185708.92,0.15955,142422,US21037T1097,United States
BKR,BAKER HUGHES CLASS A,Energy,26155351.6,0.15936,812278,US05722G1004,United States
DG,DOLLAR GENERAL CORP,Consumer Staples,26026751.76,0.15858,178657,US2566771059,United States
ROP,ROPER TECHNOLOGIES INC,Information Technology,25988083.76,0.15834,49288,US7766961061,United States
PPG,PPG INDUSTRIES INC,Materials,25967736.67,0.15822,192197,US6935061076,United States
GPN,GLOBAL PAYMENTS INC,Financials,25829096.36,0.15737,211402,US37940X1028,United States
DD,DUPONT DE NEMOURS INC,Materials,25699176.18,0.15658,349506,US26614N1028,United States
ZTS,ZOETIS INC CLASS A,Health Care,25637503.95,0.15621,167445,US98978V1035,United States
PXD,PIONEER NATURAL RESOURCE,Energy,25606141.32,0.15601,95556,US7237871071,United States
MCO,MOODYS CORP,Financials,25460438.2,0.15513,67967,US6153691059,United States
ED,CONSOLIDATED EDISON INC,Utilities,25417639.8,0.15487,279622,US2091151041,United States
XYL,XYLEM INC,Industrials,25010846.08,0.15239,196688,US98419M1009,United States
HCA,HCA HEALTHCARE INC,Health Care,24996708.0,0.1523,84164,US40412C1018,United States
AON,AON PLC CLASS A,Financials,24447496.5,0.14895,79195,IE00BLP1HW54,United States
KHC,KRAFT HEINZ,Consumer Staples,24214794.54,0.14754,652514,US5007541064,United States
XEL,XCEL ENERGY INC,Utilities,24018032.64,0.14634,446764,US98389B1008,United States
APH,AMPHENOL CORP CLASS A,Information Technology,23719227.84,0.14452,213918,US0320951017,United States
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,23593670.34,0.14375,168082,US8288061091,United States
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,23592006.9,0.14374,243342,US4165151048,United States
VICI,VICI PPTYS INC,Real Estate,23182380.16,0.14125,842383,US9256521090,United States
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,23088573.2,0.14067,172046,US30225T1025,United States
WMB,WILLIAMS INC,Energy,22680356.76,0.13819,603522,US9694571004,United States
BIIB,BIOGEN INC,Health Care,22493934.32,0.13705,118066,US09062X1037,United States
ECL,ECOLAB INC,Materials,22205315.37,0.13529,101297,US2788651006,United States
TEL,TE CONNECTIVITY LTD,Information Technology,21545417.6,0.13127,153370,CH0102993182,United States
WTW,WILLIS TOWERS WATSON PLC,Financials,21474974.43,0.13084,81657,IE00BDB6Q211,United States
EIX,EDISON INTERNATIONAL,Utilities,21290693.13,0.12972,312501,US2810201077,United States
EOG,EOG RESOURCES INC,Energy,21138520.32,0.12879,160432,US26875P1012,United States
RMD,RESMED INC,Health Care,21135767.61,0.12878,119001,US7611521078,United States
EBAY,EBAY INC,Consumer Discretionary,21135293.55,0.12877,423129,US2786421030,United States
CAH,CARDINAL HEALTH INC,Health Care,21083400.0,0.12846,198900,US14149Y1082,United States
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,21083329.26,0.12846,146138,US9297401088,United States
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,20913733.96,0.12742,114898,US0534841012,United States
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,20888345.56,0.12727,142204,US49338L1035,United States
IQV,IQVIA HOLDINGS INC,Health Care,20878286.02,0.12721,91906,US46266C1053,United States
CTAS,CINTAS CORP,Industrials,20758882.28,0.12648,31337,US1729081059,United States
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,20698062.0,0.12611,208230,NL0009434992,United States
WEC,WEC ENERGY GROUP INC,Utilities,20533597.04,0.12511,255266,US92939U1060,United States
DLTR,DOLLAR TREE INC,Consumer Staples,20482692.25,0.1248,167575,US2567461080,United States
CBRE,CBRE GROUP INC CLASS A,Real Estate,20460759.66,0.12466,240319,US12504L1098,United States
AJG,ARTHUR J GALLAGHER,Financials,20212524.18,0.12315,86382,US3635761097,United States
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,20107582.32,0.12251,168504,US98956P1021,United States
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,19939650.62,0.12149,145907,US2538681030,United States
TROW,T ROWE PRICE GROUP INC,Financials,19823678.64,0.12078,182337,US74144T1088,United States
BX,BLACKSTONE INC,Financials,19735127.04,0.12024,164022,US09260D1072,United States
HPQ,HP INC,Information Technology,19427079.4,0.11837,703370,US40434L1052,United States
PSA,PUBLIC STORAGE REIT,Real Estate,19348694.64,0.11789,74338,US74460D1090,United States
MSI,MOTOROLA SOLUTIONS INC,Information Technology,19324099.96,0.11774,56926,US6200763075,United States
GLW,CORNING INC,Information Technology,19193657.23,0.11694,620953,US2193501051,United States
DOV,DOVER CORP,Industrials,19095588.33,0.11635,113253,US2600031080,United States
OTIS,OTIS WORLDWIDE CORP,Industrials,19068684.57,0.11618,199693,US68902V1070,United States
FITB,FIFTH THIRD BANCORP,Financials,18980533.64,0.11565,554662,US3167731005,United States
MTB,M&T BANK CORP,Financials,18864563.2,0.11494,135424,US55261F1049,United States
CARR,CARRIER GLOBAL CORP,Industrials,18806681.46,0.11459,352317,US14448C1045,United States
RJF,RAYMOND JAMES INC,Financials,18685247.68,0.11385,153208,US7547301090,United States
NDAQ,NASDAQ INC,Financials,18651614.86,0.11364,310498,US6311031081,United States
AWK,AMERICAN WATER WORKS INC,Utilities,18475936.05,0.11257,157443,US0304201033,United States
WY,WEYERHAEUSER REIT,Real Estate,18475119.3,0.11257,589318,US9621661043,United States
PAYX,PAYCHEX INC,Industrials,18387372.37,0.11203,156103,US7043261079,United States
GPC,GENUINE PARTS,Consumer Discretionary,18184662.93,0.1108,113491,US3724601055,United States
STT,STATE STREET CORP,Financials,18107784.64,0.11033,247916,US8574771031,United States
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,17985720.0,0.10958,1055500,US42824C1099,United States
DTE,DTE ENERGY,Utilities,17924736.72,0.10921,168339,US2333311072,United States
WDC,WESTERN DIGITAL CORP,Information Technology,17909199.84,0.10912,262137,US9581021055,United States
ETR,ENTERGY CORP,Utilities,17877058.75,0.10892,172309,US29364G1031,United States
ADSK,AUTODESK INC,Information Technology,17579811.69,0.10711,83463,US0527691069,United States
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,17270422.4,0.10523,206584,US4595061015,United States
GEV,GE VERNOVA INC,Industrials,17202448.08,0.10481,125364,US36828A1016,United States
AME,AMETEK INC,Industrials,17157076.95,0.10454,96785,US0311001004,United States
YUM,YUM BRANDS INC,Consumer Discretionary,17055621.96,0.10392,123708,US9884981013,United States
EQR,EQUITY RESIDENTIAL REIT,Real Estate,17055243.6,0.10391,279640,US29476L1070,United States
ES,EVERSOURCE ENERGY,Utilities,16836807.82,0.10258,285418,US30040W1080,United States
TT,TRANE TECHNOLOGIES PLC,Industrials,16565438.04,0.10093,57209,IE00BK9ZQ967,United States
DXCM,DEXCOM INC,Health Care,16545491.4,0.10081,123198,US2521311074,United States
BAX,BAXTER INTERNATIONAL INC,Health Care,16429651.55,0.1001,414367,US0718131099,United States
BALL,BALL CORP,Materials,16364655.45,0.09971,254307,US0584981064,United States
CSGP,COSTAR GROUP INC,Real Estate,16018107.12,0.0976,190284,US22160N1090,United States
FE,FIRSTENERGY CORP,Utilities,15920839.07,0.097,423089,US3379321074,United States
PPL,PPL CORP,Utilities,15907765.94,0.09692,597587,US69351T1060,United States
AMP,AMERIPRISE FINANCE INC,Financials,15883779.22,0.09678,38494,US03076C1062,United States
VLTO,VERALTO CORP,Industrials,15742108.8,0.09591,177276,US92338C1036,United States
APTV,APTIV PLC,Consumer Discretionary,15659318.68,0.09541,225899,JE00B783TY65,United States
HBAN,HUNTINGTON BANCSHARES INC,Financials,15655177.64,0.09538,1187798,US4461501045,United States
FAST,FASTENAL,Industrials,15602017.5,0.09506,231141,US3119001044,United States
INVH,INVITATION HOMES INC,Real Estate,15541621.2,0.09469,465318,US46187W1071,United States
AEE,AMEREN CORP,Utilities,15515037.21,0.09453,213971,US0236081024,United States
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,15426597.42,0.09399,38553,US8793601050,United States
ILMN,ILLUMINA INC,Health Care,15134109.55,0.09221,129695,US4523271090,United States
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,15115273.95,0.09209,179495,US5950171042,United States
FSLR,FIRST SOLAR INC,Information Technology,15078525.06,0.09187,86514,US3364331070,United States
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,15063013.47,0.09178,1812637,US9344231041,United States
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,14945669.78,0.09106,128278,US0152711091,United States
CINF,CINCINNATI FINANCIAL CORP,Financials,14871920.96,0.09061,126548,US1720621010,United States
CDW,CDW CORP,Information Technology,14793239.1,0.09013,62763,US12514G1085,United States
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,14779546.5,0.09005,203295,US5797802064,United States
TXT,TEXTRON INC,Industrials,14659302.36,0.08932,158342,US8832031012,United States
OMC,OMNICOM GROUP INC,Communication,14655646.5,0.08929,160171,US6819191064,United States
J,JACOBS SOLUTIONS INC,Industrials,14628533.5,0.08913,101941,US46982L1089,United States
CLX,CLOROX,Consumer Staples,14512317.6,0.08842,101343,US1890541097,United States
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,14330295.9,0.08731,13015,US67103H1077,United States
HOLX,HOLOGIC INC,Health Care,14314660.8,0.08722,190608,US4364401012,United States
IDXX,IDEXX LABORATORIES INC,Health Care,14301688.07,0.08714,29933,US45168D1046,United States
CNP,CENTERPOINT ENERGY INC,Utilities,14272388.0,0.08696,510640,US15189T1079,United States
RF,REGIONS FINANCIAL CORP,Financials,14254503.0,0.08685,750237,US7591EP1005,United States
NUE,NUCOR CORP,Materials,14205688.05,0.08655,74465,US6703461052,United States
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,14193612.72,0.08648,179757,US74251V1026,United States
OKE,ONEOK INC,Energy,14066140.44,0.0857,180613,US6826801036,United States
VTR,VENTAS REIT INC,Real Estate,14061478.08,0.08567,329772,US92276F1003,United States
MSCI,MSCI INC,Financials,14033828.48,0.08551,27748,US55354G1004,United States
ATO,ATMOS ENERGY CORP,Utilities,14015806.38,0.0854,122334,US0495601058,United States
LUV,SOUTHWEST AIRLINES,Industrials,13980359.16,0.08518,481086,US8447411088,United States
CMS,CMS ENERGY CORP,Utilities,13972684.88,0.08513,238931,US1258961002,United States
EA,ELECTRONIC ARTS INC,Communication,13932492.63,0.08489,110901,US2855121099,United States
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,13858512.72,0.08444,269516,US9100471096,United States
HSY,HERSHEY FOODS,Consumer Staples,13851374.94,0.08439,74929,US4278661081,United States
IEX,IDEX CORP,Industrials,13769037.8,0.08389,60898,US45167R1041,United States
LDOS,LEIDOS HOLDINGS INC,Industrials,13768671.28,0.08389,111253,US5253271028,United States
TSN,TYSON FOODS INC CLASS A,Consumer Staples,13768927.69,0.08389,233887,US9024941034,United States
LH,LABORATORY CORPORATION OF AMERICA,Health Care,13702215.0,0.08349,68700,US50540R4092,United States
NTRS,NORTHERN TRUST CORP,Financials,13669227.46,0.08328,167906,US6658591044,United States
AVY,AVERY DENNISON CORP,Materials,13639571.2,0.0831,65152,US0536111091,United States
SYF,SYNCHRONY FINANCIAL,Financials,13559472.0,0.08262,332340,US87165B1035,United States
RSG,REPUBLIC SERVICES INC,Industrials,13458254.43,0.082,71219,US7607591002,United States
LEN,LENNAR A CORP,Consumer Discretionary,13436046.39,0.08186,88111,US5260571048,United States
EFX,EQUIFAX INC,Industrials,13368817.13,0.08145,61463,US2944291051,United States
WRB,WR BERKLEY CORP,Financials,13322667.64,0.08117,164518,US0844231029,United States
PCAR,PACCAR INC,Industrials,13241550.24,0.08068,116399,US6937181088,United States
ROK,ROCKWELL AUTOMATION INC,Industrials,13213058.5,0.08051,48311,US7739031091,United States
NRG,NRG ENERGY INC,Utilities,13092179.04,0.07977,185652,US6293775085,United States
PKG,PACKAGING CORP OF AMERICA,Materials,12927046.5,0.07876,72522,US6951561090,United States
AZO,AUTOZONE INC,Consumer Discretionary,12882745.61,0.07849,4333,US0533321024,United States
EG,EVEREST GROUP LTD,Financials,12842567.13,0.07825,35653,BMG3223R1088,United States
MTD,METTLER TOLEDO INC,Health Care,12804516.72,0.07802,10737,US5926881054,United States
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,12781191.36,0.07787,130928,US83088M1027,United States
MNST,MONSTER BEVERAGE CORP,Consumer Staples,12776726.16,0.07785,238996,US61174X1090,United States
CFG,CITIZENS FINANCIAL GROUP INC,Financials,12618564.7,0.07688,383543,US1746101054,United States
TSCO,TRACTOR SUPPLY,Consumer Discretionary,12538666.2,0.0764,50692,US8923561067,United States
PH,PARKER-HANNIFIN CORP,Industrials,12533730.37,0.07637,23293,US7010941042,United States
BG,BUNGE GLOBAL SA,Consumer Staples,12532392.64,0.07636,117664,CH1300646267,United States
TER,TERADYNE INC,Information Technology,12386523.6,0.07547,123618,US8807701029,United States
