symbol,name,sector,market_value,index_weight,amount_shares,isin,country
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,25285628.64,0.21981,1199508,US9282981086,United States
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials,25265733.3,0.21964,451335,US88224Q1076,United States
TGNA,TEGNA INC,Communication,25199646.04,0.21907,1861126,US87901J1051,United States
LIVN,LIVANOVA PLC,Health Care,25135655.4,0.21851,476415,GB00BYMT0J19,United States
AVA,AVISTA CORP,Utilities,25085136.48,0.21807,730068,US05379B1070,United States
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate,24810888.04,0.21569,264283,US45781V1017,United States
UEC,URANIUM ENERGY CORP,Energy,24663143.66,0.2144,3611002,US9168961038,United States
SITC,SITE CENTERS CORP,Real Estate,24488698.2,0.21289,1807284,US82981J1097,United States
GNW,GENWORTH FINANCIAL A INC,Financials,24461176.32,0.21265,4160064,US37247D1063,United States
CTRE,CARETRUST REIT INC,Real Estate,24351471.18,0.21169,1025757,US14174T1079,United States
NEOG,NEOGEN CORP,Health Care,24350704.76,0.21169,2041132,US6404911066,United States
APG,API GROUP CORP,Industrials,24204409.74,0.21041,647523,US00187Y1001,United States
CDP,COPT DEFENSE PROPERTIES,Real Estate,24198019.86,0.21036,1073559,US22002T1088,United States
ADNT,ADIENT PLC,Consumer Discretionary,24178598.1,0.21019,862905,IE00BD845X29,United States
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,24171417.24,0.21013,221107,US0028962076,United States
CEIX,CONSOL ENERGY INC,Energy,24109512.0,0.20959,287018,US20854L1089,United States
HL,HECLA MINING,Materials,23970988.8,0.20838,4539960,US4227041062,United States
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,23800108.71,0.2069,1351511,US50077B2079,United States
WSFS,WSFS FINANCIAL CORP,Financials,23324176.8,0.20276,557328,US9293281021,United States
GMS,GMS INC,Industrials,23298020.96,0.20253,258637,US36251C1036,United States
HASI,HANNON ARMSTRONG SUSTAINABLE INFRA,Financials,23218704.88,0.20185,953932,US41068X1000,United States
GTLS,CHART INDUSTRIES INC,Industrials,23209308.26,0.20176,156218,US16115Q3083,United States
OSCR,OSCAR HEALTH INC CLASS A,Financials,23134951.0,0.20112,1406380,US6877931096,United States
FBP,FIRST BANCORP,Financials,23095865.52,0.20078,1404858,PR3186727065,United States
LXP,LXP INDUSTRIAL TRUST,Real Estate,23082503.29,0.20066,2725207,US5290431015,United States
HUBG,HUB GROUP INC CLASS A,Industrials,23057040.76,0.20044,595174,US4433201062,United States
PRMW,PRIMO WATER CORP,Consumer Staples,22936821.48,0.19939,1265829,CA74167P1080,Canada
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,22840958.7,0.19856,32715,US3846371041,United States
JBLU,JETBLUE AIRWAYS CORP,Industrials,22468495.86,0.19532,3160126,US4771431016,United States
AX,AXOS FINANCIAL INC,Financials,22416778.93,0.19487,455533,US05465C1009,United States
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,22174106.57,0.19276,515557,US22663K1079,United States
UNF,UNIFIRST CORP,Industrials,22088393.34,0.19202,141674,US9047081040,United States
HELE,HELEN OF TROY LTD,Consumer Discretionary,21960254.44,0.19091,223196,BMG4388N1065,United States
CATY,CATHAY GENERAL BANCORP,Financials,21871291.84,0.19013,631024,US1491501045,United States
MTX,MINERALS TECHNOLOGIES INC,Materials,21636391.95,0.18809,304695,US6031581068,United States
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,21621080.32,0.18796,357728,US63633D1046,United States
GLNG,GOLAR LNG LTD,Energy,21565826.16,0.18748,873464,BMG9456A1009,Norway
SDRL,SEADRILL LTD,Energy,21529496.32,0.18716,440096,BMG7997W1029,Norway
FULT,FULTON FINANCIAL CORP,Financials,21221162.04,0.18448,1470628,US3602711000,United States
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,21202297.74,0.18432,269133,US1565043007,United States
MQ,MARQETA INC CLASS A,Financials,21058925.65,0.18307,3849895,US57142B1044,United States
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary,20884078.89,0.18155,1355229,US1311931042,United States
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,20862600.95,0.18136,212645,US86272C1036,United States
NMIH,NMI HOLDINGS INC CLASS A,Financials,20537087.45,0.17853,694055,US6292093050,United States
ABR,ARBOR REALTY TRUST REIT INC,Financials,20428412.16,0.17759,1636892,US0389231087,United States
CBU,COMMUNITY BANK SYSTEM INC,Financials,20351530.8,0.17692,479085,US2036071064,United States
AROC,ARCHROCK INC,Energy,20293187.24,0.17641,1071446,US03957W1062,United States
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,20265616.8,0.17617,1876446,US60471A1016,United States
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,20239907.36,0.17595,1144144,US8287302009,United States
PRIM,PRIMORIS SERVICES CORP,Industrials,20158185.66,0.17524,467382,US74164F1030,United States
CVBF,CVB FINANCIAL CORP,Financials,20073340.92,0.1745,1256154,US1266001056,United States
AIR,AAR CORP,Industrials,20041333.95,0.17422,317965,US0003611052,United States
MBC,MASTERBRAND INC,Industrials,19864613.43,0.17269,1201731,US57638P1049,United States
INSW,INTERNATIONAL SEAWAYS INC,Energy,19766526.78,0.17183,382998,MHY410531021,United States
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,19667481.0,0.17097,226063,US70932M1071,United States
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,19640107.82,0.17074,1952297,US8678921011,United States
RAMP,LIVERAMP HOLDINGS INC,Information Technology,19537121.6,0.16984,607120,US53815P1084,United States
BOH,BANK OF HAWAII CORP,Financials,19521518.62,0.1697,346249,US0625401098,United States
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,19517668.3,0.16967,790189,US32055Y2019,United States
SMTC,SEMTECH CORP,Information Technology,19327399.95,0.16802,603039,US8168501018,United States
INDB,INDEPENDENT BANK CORP,Financials,19279862.7,0.1676,389886,US4538361084,United States
GVA,GRANITE CONSTRUCTION INC,Industrials,19200584.48,0.16691,357686,US3873281071,United States
FRME,FIRST MERCHANTS CORP,Financials,18955105.56,0.16478,575793,US3208171096,United States
PPBI,PACIFIC PREMIER BANCORP INC,Financials,18694751.56,0.16252,877276,US69478X1054,United States
SFBS,SERVISFIRST BANCSHARES INC,Financials,18667358.4,0.16228,316128,US81768T1088,United States
ARCB,ARCBEST CORP,Industrials,18539130.48,0.16116,136077,US03937C1053,United States
NJR,NEW JERSEY RESOURCES CORP,Utilities,18362353.7,0.15963,435230,US6460251068,United States
KMT,KENNAMETAL INC,Industrials,18279560.8,0.15891,758488,US4891701009,United States
EBC,EASTERN BANKSHARES INC,Financials,18274536.28,0.15886,1470196,US27627N1054,United States
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Real Estate,18027159.15,0.15671,1042635,US25401T6038,United States
BANC,BANC OF CALIFORNIA INC,Financials,17971326.0,0.15623,1302270,US05990K1060,United States
WERN,WERNER ENTERPRISES INC,Industrials,17960562.5,0.15613,509375,US9507551086,United States
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,17923715.28,0.15581,174627,US7033431039,United States
FFBC,FIRST FINANCIAL BANCORP,Financials,17879918.94,0.15543,848999,US3202091092,United States
PLUS,EPLUS,Information Technology,17828411.84,0.15499,236828,US2942681071,United States
XRX,XEROX HOLDINGS CORP,Information Technology,17821493.36,0.15493,1101452,US98421M1062,United States
WAFD,WAFD INC,Financials,17732761.2,0.15415,656040,US9388241096,United States
DK,DELEK US HOLDINGS INC,Energy,17719299.3,0.15404,601674,US24665A1034,United States
UE,URBAN EDGE PROPERTIES,Real Estate,17710974.0,0.15397,1093270,US91704F1049,United States
EQC,EQUITY COMMONWEALTH REIT,Real Estate,17692959.6,0.15381,958968,US2946281027,United States
TOWN,TOWNEBANK,Financials,17672627.17,0.15363,675301,US89214P1093,United States
TROX,TRONOX HOLDINGS PLC,Materials,17590872.2,0.15292,1102876,GB00BJT16S69,United States
AZZ,AZZ INC,Industrials,17557478.28,0.15263,232611,US0024741045,United States
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,17545785.18,0.15253,1998381,US2527843013,United States
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,17498414.56,0.15212,772216,US35086T1097,United States
BKU,BANKUNITED INC,Financials,17469390.12,0.15187,675276,US06652K1034,United States
VSTO,VISTA OUTDOOR INC,Consumer Discretionary,17455409.83,0.15174,542599,US9283771007,United States
TALO,TALOS ENERGY INC,Energy,17340917.76,0.15075,1305792,US87484T1088,United States
MLKN,MILLERKNOLL INC,Industrials,17199252.84,0.14952,694078,US6005441000,United States
PRK,PARK NATIONAL CORP,Financials,17168629.31,0.14925,137053,US7006581075,United States
ANDE,ANDERSONS INC,Consumer Staples,17163422.4,0.14921,304316,US0341641035,United States
KAR,OPENLANE INC,Industrials,17157970.2,0.14916,1004565,US48238T1097,United States
HLMN,HILLMAN SOLUTIONS CORP,Industrials,17098688.88,0.14864,1826783,US4316361090,United States
SBCF,SEACOAST BANKING OF FLORIDA,Financials,17087289.03,0.14854,760449,US8117078019,United States
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,16920968.34,0.1471,366731,US00737L1035,United States
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,16878496.5,0.14673,416753,US90385V1070,United States
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,16866176.6,0.14662,466690,US28035Q1022,United States
OMI,OWENS & MINOR INC,Health Care,16855858.56,0.14653,700576,US6907321029,United States
LGIH,LGI HOMES INC,Consumer Discretionary,16824687.54,0.14626,180078,US50187T1060,United States
ZD,ZIFF DAVIS INC,Communication,16782728.05,0.1459,330955,US48123V1026,United States
GEO,GEO GROUP REIT INC,Industrials,16735399.59,0.14548,1133067,US36162J1060,United States
FL,FOOT LOCKER INC,Consumer Discretionary,16713001.12,0.14529,773392,US3448491049,United States
SATS,ECHOSTAR CORP CLASS A,Communication,16677504.48,0.14498,1145433,US2787681061,United States
CLDX,CELLDEX THERAPEUTICS INC,Health Care,16670543.92,0.14492,432664,US15117B2025,United States
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,16666431.0,0.14488,371190,US1307881029,United States
WOR,WORTHINGTON ENTERPRISES INC,Consumer Discretionary,16599007.02,0.1443,290091,US9818111026,United States
B,BARNES GROUP INC,Industrials,16591388.0,0.14423,459850,US0678061096,United States
PSN,PARSONS CORP,Industrials,16497023.2,0.14341,212044,US70202L1026,United States
STNE,STONECO LTD CLASS A,Financials,16427618.9,0.14281,1076515,KYG851581069,United States
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,16417340.96,0.14272,267907,US9746371007,United States
TRN,TRINITY INDUSTRIES INC,Industrials,16354143.75,0.14217,623015,US8965221091,United States
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,16345948.08,0.1421,482466,US1535272058,United States
SKY,SKYLINE CHAMPION CORP,Consumer Discretionary,16342040.4,0.14206,222765,US8308301055,United States
HNI,HNI CORP,Industrials,16251323.76,0.14128,393876,US4042511000,United States
AKR,ACADIA REALTY TRUST REIT,Real Estate,16176882.0,0.14063,965784,US0042391096,United States
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,16128094.15,0.1402,1123909,US70509V1008,United States
RNA,AVIDITY BIOSCIENCES INC,Health Care,16017523.2,0.13924,695205,US05370A1088,United States
RLJ,RLJ LODGING TRUST REIT,Real Estate,15977040.4,0.13889,1464440,US74965L1017,United States
VECO,VEECO INSTRUMENTS INC,Information Technology,15976952.7,0.13889,474798,US9224171002,United States
DEI,DOUGLAS EMMETT REIT INC,Real Estate,15923732.61,0.13843,1223961,US25960P1093,United States
SJW,SJW GROUP,Utilities,15780153.06,0.13718,297234,US7843051043,United States
IVT,INVENTRUST PROPERTIES CORP,Real Estate,15764006.08,0.13704,642904,US46124J2015,United States
PDCO,PATTERSON COMPANIES INC,Health Care,15731112.51,0.13675,617633,US7033951036,United States
CXW,CORECIVIC REIT INC,Industrials,15714373.5,0.13661,1069005,US21871N1019,United States
ENVA,ENOVA INTERNATIONAL INC,Financials,15702501.31,0.13651,263509,US29357K1034,United States
TEX,TEREX CORP,Industrials,15701220.38,0.13649,262694,US8807791038,United States
GPOR,GULFPORT ENERGY CORP,Energy,15699283.2,0.13648,102744,US4026355028,United States
HLNE,HAMILTON LANE INC CLASS A,Financials,15416461.05,0.13402,140597,US4074971064,United States
TWST,TWIST BIOSCIENCE CORP,Health Care,15402854.84,0.1339,543119,US90184D1000,United States
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,15382590.12,0.13372,522684,US00847X1046,United States
NTLA,INTELLIA THERAPEUTICS INC,Health Care,15370035.72,0.13361,720921,US45826J1051,United States
THS,TREEHOUSE FOODS INC,Consumer Staples,15349654.98,0.13344,419046,US89469A1043,United States
WSBC,WESBANCO INC,Financials,15282020.0,0.13285,554500,US9508101014,United States
MYGN,MYRIAD GENETICS INC,Health Care,15226066.86,0.13236,822586,US62855J1043,United States
LCII,LCI INDUSTRIES,Consumer Discretionary,15127346.1,0.13151,145190,US50189K1034,United States
OTTR,OTTER TAIL CORP,Utilities,15111324.15,0.13137,183635,US6896481032,United States
GOGL,GOLDEN OCEAN GROUP LTD,Industrials,15106096.72,0.13132,1158443,BMG396372051,Norway
NEO,NEOGENOMICS INC,Health Care,15003007.11,0.13042,1089543,US64049M2098,United States
PLAB,PHOTRONICS INC,Information Technology,14943282.31,0.12991,572759,US7194051022,United States
CDE,COEUR MINING INC,Materials,14935818.12,0.12984,3363923,US1921085049,United States
BANF,BANCFIRST CORP,Financials,14921473.47,0.12972,181947,US05945F1030,United States
SNEX,STONEX GROUP INC,Financials,14875088.06,0.12931,229483,US8618961085,United States
ODP,ODP CORP,Consumer Discretionary,14824468.56,0.12887,300212,US88337F1057,United States
DAN,DANA INCORPORATED INC,Consumer Discretionary,14779950.37,0.12849,1230637,US2358252052,United States
GBX,GREENBRIER INC,Industrials,14779898.32,0.12848,288332,US3936571013,United States
DNOW,DNOW INC,Industrials,14734094.94,0.12809,1000278,US67011P1003,United States
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,14718559.68,0.12795,397584,US9170471026,United States
JELD,JELD WEN HOLDING INC,Industrials,14711493.03,0.12789,802591,US47580P1030,United States
MOD,MODINE MANUFACTURING,Consumer Discretionary,14584207.44,0.12678,174119,US6078281002,United States
OFG,OFG BANCORP,Financials,14531117.92,0.12632,434543,PR67103X1020,United States
SCL,STEPAN,Materials,14470952.76,0.1258,176346,US8585861003,United States
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,14376798.62,0.12498,1352474,US42330P1075,United States
RNST,RENASANT CORP,Financials,14365407.63,0.12488,499319,US75970E1073,United States
STC,STEWART INFO SERVICES CORP,Financials,14321190.4,0.1245,241912,US8603721015,United States
TFIN,TRIUMPH FINANCIAL INC,Financials,14276279.7,0.12411,209637,US89679E3009,United States
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,14212656.76,0.12355,1351013,US03762U1051,United States
GEF,GREIF INC CLASS A,Materials,14183073.78,0.1233,233351,US3976241071,United States
TRMK,TRUSTMARK CORP,Financials,14142674.61,0.12295,549657,US8984021027,United States
SKT,TANGER INC,Real Estate,14124431.16,0.12279,526638,US8754651060,United States
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,14119027.35,0.12274,931949,US8794338298,United States
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate,14093192.1,0.12252,1165690,US76131N1019,United States
DHT,DHT HOLDINGS INC,Energy,14057049.86,0.1222,1270981,MHY2065G1219,Bermuda
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,14022899.28,0.1219,998782,US9840171030,United States
IBTX,INDEPENDENT BANK GROUP INC,Financials,13729023.88,0.11935,342199,US45384B1061,United States
WKC,WORLD KINECT,Energy,13701150.96,0.11911,565229,US9814751064,United States
BANR,BANNER CORP,Financials,13627842.28,0.11847,311636,US06652V2088,United States
HTLF,HEARTLAND FINANCIAL USA INC,Financials,13625690.4,0.11845,406980,US42234Q1022,United States
LZB,LA-Z-BOY INC,Consumer Discretionary,13444593.82,0.11688,407659,US5053361078,United States
TTMI,TTM TECHNOLOGIES INC,Information Technology,13420430.31,0.11667,953833,US87305R1095,United States
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,13418933.7,0.11665,351465,US2937121059,United States
CODI,COMPASS DIVERSIFIED,Financials,13413809.64,0.11661,600708,US20451Q1040,United States
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,13403769.6,0.11652,403728,US0185811082,United States
BGC,BGC GROUP INC CLASS A,Financials,13353447.24,0.11608,1766329,US0889291045,United States
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,13335662.14,0.11593,437809,BMG0772R2087,United States
MCY,MERCURY GENERAL CORP,Financials,13315555.37,0.11575,252811,US5894001008,United States
SFL,SFL LTD,Energy,13260280.88,0.11527,1064228,BMG7738W1064,United States
HMN,HORACE MANN EDUCATORS CORP,Financials,13247883.6,0.11517,374234,US4403271046,United States
VCYT,VERACYTE INC,Health Care,13163673.6,0.11443,685608,US92337F1075,United States
