symbol,name,sector,market_value,index_weight,amount_shares,isin,country
HSBA,HSBC HOLDINGS PLC,Financials,73754767.27,0.63885,9193639,GB0005405286,United Kingdom
RACE,FERRARI NV,Consumer Discretionary,72213890.71,0.62551,173063,NL0011585146,Italy
BHP,BHP GROUP LTD,Materials,70669435.59,0.61213,2435961,AU000000BHP4,Australia
7974,NINTENDO LTD,Communication,69914506.06,0.60559,1424500,JP3756600007,Japan
ITX,INDUSTRIA DE DISENO TEXTIL INDITEX,Consumer Discretionary,69803072.97,0.60462,1497690,ES0148396007,Spain
ABI,ANHEUSER-BUSCH INBEV SA,Consumer Staples,68826151.28,0.59616,1192617,BE0974293251,Belgium
SIE,SIEMENS N AG,Industrials,68212628.65,0.59085,364724,DE0007236101,Germany
BA.,BAE SYSTEMS PLC,Industrials,66665495.43,0.57745,4162078,GB0002634946,United Kingdom
D05,DBS GROUP HOLDINGS LTD,Financials,66470796.01,0.57576,2483400,SG1L01001701,Singapore
WES,WESFARMERS LTD,Consumer Discretionary,65907154.67,0.57088,1558195,AU000000WES1,Australia
LSEG,LONDON STOCK EXCHANGE GROUP PLC,Financials,64310867.34,0.55705,571868,GB00B0SWJX34,United Kingdom
9983,FAST RETAILING LTD,Consumer Discretionary,63533742.93,0.55032,239900,JP3802300008,Japan
CPG,COMPASS GROUP PLC,Consumer Discretionary,63331167.62,0.54857,2346095,GB00BD6K4575,United Kingdom
ATCO A,ATLAS COPCO CLASS A,Industrials,61586285.35,0.53345,3689209,SE0017486889,Sweden
PRX,PROSUS NV,Consumer Discretionary,61376849.64,0.53164,2009107,NL0013654783,Netherlands
SIKA,SIKA AG,Materials,59912158.86,0.51895,209291,CH0418792922,Switzerland
IFX,INFINEON TECHNOLOGIES AG,Information Technology,59028310.3,0.5113,1793655,DE0006231004,Germany
RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,57820850.53,0.50084,11542669,GB00B63H8491,United Kingdom
EL,ESSILORLUXOTTICA SA,Health Care,57345207.61,0.49672,262909,FR0000121667,France
LONN,LONZA GROUP AG,Health Care,57203259.29,0.49549,102264,CH0013841017,Switzerland
INVE B,INVESTOR CLASS B,Financials,56807973.75,0.49206,2373699,SE0015811963,Sweden
7741,HOYA CORP,Health Care,55486156.83,0.48061,483900,JP3837800006,Japan
ALC,ALCON AG,Health Care,54255573.16,0.46995,686169,CH0432492467,Switzerland
GIVN,GIVAUDAN SA,Materials,54228431.09,0.46972,12676,CH0010645932,Switzerland
ADS,ADIDAS N AG,Consumer Discretionary,53617650.2,0.46443,222750,DE000A1EWWW0,Germany
8031,MITSUI LTD,Industrials,53447957.32,0.46296,1153600,JP3893600001,Japan
DB1,DEUTSCHE BOERSE AG,Financials,52013907.52,0.45054,261108,DE0005810055,Germany
WKL,WOLTERS KLUWER NV,Industrials,51455795.66,0.4457,341516,NL0000395903,Netherlands
EXPN,EXPERIAN PLC,Industrials,50326573.44,0.43592,1261309,GB00B19NLV48,United Kingdom
6902,DENSO CORP,Consumer Discretionary,48347452.87,0.41878,2599800,JP3551500006,Japan
GMG,GOODMAN GROUP UNITS,Real Estate,46815251.39,0.40551,2349444,AU000000GMG2,Australia
ADYEN,ADYEN NV,Financials,45876612.72,0.39738,29845,NL0012969182,Netherlands
6367,DAIKIN INDUSTRIES LTD,Industrials,45714548.1,0.39597,362400,JP3481800005,Japan
CAP,CAPGEMINI,Information Technology,45695625.86,0.39581,213888,FR0000125338,France
9432,NIPPON TELEGRAPH AND TELEPHONE COR,Communication,45121501.7,0.39084,41089000,JP3735400008,Japan
FLTR,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,44690817.57,0.38711,243205,IE00BWT6H894,United Kingdom
4661,ORIENTAL LAND LTD,Consumer Discretionary,44589041.88,0.38622,1499800,JP3198900007,Japan
6146,DISCO CORP,Information Technology,44284203.72,0.38358,126500,JP3548600000,Japan
388,HONG KONG EXCHANGES AND CLEARING L,Financials,43669477.94,0.37826,1564500,HK0388045442,Hong Kong
RI,PERNOD RICARD SA,Consumer Staples,43043915.34,0.37284,281211,FR0000120693,France
AHT,ASHTEAD GROUP PLC,Industrials,41877838.31,0.36274,602165,GB0000536739,United Kingdom
6273,SMC (JAPAN) CORP,Industrials,41499996.77,0.35947,78900,JP3162600005,Japan
PGHN,PARTNERS GROUP HOLDING AG,Financials,41127010.2,0.35624,31182,CH0024608827,Switzerland
6501,HITACHI LTD,Industrials,39674890.86,0.34366,446000,JP3788600009,Japan
3382,SEVEN & I HOLDINGS LTD,Consumer Staples,39547632.34,0.34256,3103300,JP3422950000,Japan
6857,ADVANTEST CORP,Information Technology,39059198.06,0.33833,1053100,JP3122400009,Japan
ASSA B,ASSA ABLOY B,Industrials,38440208.2,0.33296,1378970,SE0007100581,Sweden
HLN,HALEON PLC,Consumer Staples,37958505.79,0.32879,9495574,GB00BMX86B70,United Kingdom
AMS,AMADEUS IT GROUP SA,Consumer Discretionary,37808259.73,0.32749,619888,ES0109067019,Spain
DSY,DASSAULT SYSTEMES,Information Technology,37645355.15,0.32608,919321,FR0014003TT8,France
STMPA,STMICROELECTRONICS NV,Information Technology,37596281.27,0.32565,939014,NL0000226223,France
LR,LEGRAND SA,Industrials,37381555.73,0.32379,363845,FR0010307819,France
HEIA,HEINEKEN NV,Consumer Staples,37162292.29,0.32189,396320,NL0000009165,Netherlands
KER,KERING SA,Consumer Discretionary,37153107.78,0.32182,102401,FR0000121485,France
DSV,DSV,Industrials,36938587.8,0.31996,240842,DK0060079531,Denmark
6954,FANUC CORP,Industrials,36583683.1,0.31688,1304000,JP3802400006,Japan
ASM,ASM INTERNATIONAL NV,Information Technology,35386248.04,0.30651,60957,NL0000334118,Netherlands
VWS,VESTAS WIND SYSTEMS,Industrials,35072321.28,0.30379,1389902,DK0061539921,Denmark
WOW,WOOLWORTHS GROUP LTD,Consumer Staples,34259571.95,0.29675,1677093,AU000000WOW2,Australia
PRU,PRUDENTIAL PLC,Financials,33985188.86,0.29438,3777976,GB0007099541,United Kingdom
6723,RENESAS ELECTRONICS CORP,Information Technology,33345777.2,0.28884,2021600,JP3164720009,Japan
RHM,RHEINMETALL AG,Industrials,32579192.95,0.2822,59904,DE0007030009,Germany
UMG,UNIVERSAL MUSIC GROUP NV,Communication,32269003.34,0.27951,1128312,NL0015000IY2,Netherlands
HEXA B,HEXAGON CLASS B,Information Technology,31696736.25,0.27455,2849659,SE0015961909,Sweden
ATCO B,ATLAS COPCO CLASS B,Industrials,31304887.87,0.27116,2148784,SE0017486897,Sweden
4543,TERUMO CORP,Health Care,30762465.32,0.26646,1847600,JP3546800008,Japan
4519,CHUGAI PHARMACEUTICAL LTD,Health Care,30228921.58,0.26184,918300,JP3519400000,Japan
EVO,EVOLUTION,Consumer Discretionary,29790236.4,0.25804,251597,SE0012673267,Sweden
ARGX,ARGENX,Health Care,29669828.45,0.257,81417,NL0010832176,Belgium
8750,DAI-ICHI LIFE HOLDINGS INC,Financials,29137870.33,0.25239,1285800,JP3476480003,Japan
SREN,SWISS RE AG,Financials,28971834.23,0.25095,269645,CH0126881561,Switzerland
SE,SEA ADS REPRESENTING LTD CLASS A,Communication,28572756.7,0.24749,507509,US81141R1005,Singapore
NSIS B,NOVOZYMES B,Materials,27958569.85,0.24217,511579,DK0060336014,Denmark
UCG,UNICREDIT,Financials,27745490.11,0.24033,742265,IT0005239360,Italy
MRK,MERCK,Health Care,27726807.61,0.24017,177316,DE0006599905,Germany
6981,MURATA MANUFACTURING LTD,Information Technology,27626668.39,0.2393,1532200,JP3914400001,Japan
GMAB,GENMAB,Health Care,25832186.49,0.22375,90695,DK0010272202,Denmark
6762,TDK CORP,Information Technology,25282797.09,0.219,533700,JP3538800008,Japan
RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,25281846.5,0.21899,490796,GB00B24CGK77,United Kingdom
6920,LASERTEC CORP,Information Technology,25277555.38,0.21895,104200,JP3979200007,Japan
9984,SOFTBANK GROUP CORP,Communication,25187919.16,0.21817,494500,JP3436100006,Japan
669,TECHTRONIC INDUSTRIES LTD,Industrials,25115966.83,0.21755,1889500,HK0669013440,Hong Kong
GEBN,GEBERIT AG,Industrials,25073194.93,0.21718,45821,CH0030170408,Switzerland
6702,FUJITSU LTD,Information Technology,25004575.59,0.21659,1565000,JP3818000006,Japan
6594,NIDEC CORP,Industrials,24968259.98,0.21627,570100,JP3734800000,Japan
6701,NEC CORP,Information Technology,23883139.85,0.20687,337100,JP3733000008,Japan
7733,OLYMPUS CORP,Health Care,23505281.16,0.2036,1644200,JP3201200007,Japan
4503,ASTELLAS PHARMA INC,Health Care,23463164.43,0.20323,2475600,JP3942400007,Japan
QBE,QBE INSURANCE GROUP LTD,Financials,23066246.16,0.1998,2050947,AU000000QBE9,Australia
4578,OTSUKA HOLDINGS LTD,Health Care,23025456.43,0.19944,574800,JP3188220002,Japan
2802,AJINOMOTO INC,Consumer Staples,22947511.72,0.19877,643500,JP3119600009,Japan
STMN,STRAUMANN HOLDING AG,Health Care,22539149.65,0.19523,152961,CH1175448666,Switzerland
COLO B,COLOPLAST B,Health Care,22227137.09,0.19253,173674,DK0060448595,Denmark
UCB,UCB SA,Health Care,22197154.0,0.19227,173597,BE0003739530,Belgium
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,22129602.94,0.19168,226859,GB00BHJYC057,United Kingdom
HO,THALES SA,Industrials,21456662.02,0.18585,129705,FR0000121329,France
SHL,SIEMENS HEALTHINEERS AG,Health Care,21113057.72,0.18288,387148,DE000SHL1006,Germany
JHX,JAMES HARDIE INDUSTRIES CDI PLC,Materials,20994202.48,0.18185,604261,AU000000JHX1,Australia
ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,20639526.36,0.17878,801370,AU000000ALL7,Australia
CLNX,CELLNEX TELECOM SA,Communication,20497007.65,0.17754,629659,ES0105066007,Spain
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,20238113.16,0.1753,127782,IL0010824113,Israel
NICE,NICE LTD,Information Technology,20173839.5,0.17474,86840,IL0002730112,Israel
HNR1,HANNOVER RUECK,Financials,20154012.06,0.17457,82343,DE0008402215,Germany
SY1,SYMRISE AG,Materials,20123613.31,0.17431,182294,DE000SYM9999,Germany
SGE,SAGE GROUP PLC,Information Technology,20078686.63,0.17392,1409021,GB00B8C3BL03,United Kingdom
BEI,BEIERSDORF AG,Consumer Staples,19997508.45,0.17322,138402,DE0005200000,Germany
MONC,MONCLER,Consumer Discretionary,19777697.84,0.17131,282770,IT0004965148,Italy
Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,19475370.83,0.16869,11334000,SG1T75931496,Singapore
ESSITY B,ESSITY CLASS B,Consumer Staples,19354330.95,0.16764,836341,SE0009922164,Sweden
PRY,PRYSMIAN,Industrials,19298967.28,0.16717,360648,IT0004176001,Italy
BXB,BRAMBLES LTD,Industrials,19188305.04,0.16621,1908080,AU000000BXB1,Australia
VACN,VAT GROUP AG,Industrials,19141676.13,0.1658,36974,CH0311864901,Switzerland
COL,COLES GROUP LTD,Consumer Staples,19104422.98,0.16548,1837433,AU0000030678,Australia
SOON,SONOVA HOLDING AG,Health Care,19023191.43,0.16478,69767,CH0012549785,Switzerland
8267,AEON LTD,Consumer Staples,18891851.25,0.16364,892500,JP3388200002,Japan
INF,INFORMA PLC,Communication,18494764.91,0.1602,1887780,GB00BMJ6DW54,United Kingdom
KYGA,KERRY GROUP PLC,Consumer Staples,18436808.98,0.1597,218882,IE0004906560,Ireland
KRX,KINGSPAN GROUP PLC,Industrials,18427962.57,0.15962,213642,IE0004927939,Ireland
COH,COCHLEAR LTD,Health Care,18354029.78,0.15898,89456,AU000000COH5,Australia
NXT,NEXT PLC,Consumer Discretionary,18192149.44,0.15758,165281,GB0032089863,United Kingdom
6988,NITTO DENKO CORP,Materials,18026114.79,0.15614,197400,JP3684000007,Japan
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,17839255.87,0.15452,226492,CH0025751329,Switzerland
PNDORA,PANDORA,Consumer Discretionary,17814706.86,0.15431,116099,DK0060252690,Denmark
RTO,RENTOKIL INITIAL PLC,Industrials,17686621.47,0.1532,3441816,GB00B082RF11,United Kingdom
EPI A,EPIROC CLASS A,Industrials,17618263.28,0.15261,905008,SE0015658109,Sweden
8697,JAPAN EXCHANGE GROUP INC,Financials,17456095.72,0.1512,692800,JP3183200009,Japan
EDEN,EDENRED,Financials,17140497.35,0.14847,342694,FR0010908533,France
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,17087380.77,0.14801,149,CH0010570759,Switzerland
BNZL,BUNZL,Industrials,17065693.69,0.14782,461074,GB00B0744B38,United Kingdom
AKZA,AKZO NOBEL NV,Materials,16503333.55,0.14295,234313,NL0013267909,Netherlands
FER,FERROVIAL,Industrials,16447021.2,0.14246,464637,NL0015001FS8,Spain
7309,SHIMANO INC,Consumer Discretionary,16427059.01,0.14229,106100,JP3358000002,Japan
8113,UNICHARM CORP,Consumer Staples,16103275.67,0.13948,551000,JP3951600000,Japan
SAND,SANDVIK,Industrials,16047600.42,0.139,731895,SE0000667891,Sweden
BESI,BE SEMICONDUCTOR INDUSTRIES NV,Information Technology,15626842.17,0.13536,105850,NL0012866412,Netherlands
4507,SHIONOGI LTD,Health Care,15579088.76,0.13494,337100,JP3347200002,Japan
NST,NORTHERN STAR RESOURCES LTD,Materials,15538076.8,0.13459,1578428,AU000000NST8,Australia
7832,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,15423187.71,0.13359,823200,JP3778630008,Japan
9843,NITORI HOLDINGS LTD,Consumer Discretionary,15386716.25,0.13328,110300,JP3756100008,Japan
ALFA,ALFA LAVAL,Industrials,15291092.54,0.13245,397209,SE0000695876,Sweden
XRO,XERO LTD,Information Technology,15149110.31,0.13122,197628,NZXROE0001S2,Australia
P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,15015347.0,0.13006,156400,DE000PAG9113,Germany
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,14988729.31,0.12983,1307,CH0010570767,Switzerland
ORG,ORIGIN ENERGY LTD,Utilities,14966541.23,0.12964,2366393,AU000000ORG5,Australia
BNR,BRENNTAG,Industrials,14639228.63,0.1268,181969,DE000A1DAHH0,Germany
HLMA,HALMA PLC,Information Technology,14262951.21,0.12354,520924,GB0004052071,United Kingdom
KNEBV,KONE,Industrials,13976701.96,0.12106,303421,FI0009013403,Finland
SCHP,SCHINDLER HOLDING PAR AG,Industrials,13891429.45,0.12033,56163,CH0024638196,Switzerland
IAG,INSURANCE AUSTRALIA GROUP LTD,Financials,13846163.19,0.11993,3346859,AU000000IAG3,Australia
HM B,HENNES & MAURITZ,Consumer Discretionary,13819936.38,0.11971,887111,SE0000106270,Sweden
EQT,EQT,Financials,13635839.54,0.11811,515172,SE0012853455,Sweden
CYBR,CYBER ARK SOFTWARE LTD,Information Technology,13600193.67,0.1178,57363,IL0011334468,Israel
4307,NOMURA RESEARCH INSTITUTE LTD,Information Technology,13462149.65,0.11661,530070,JP3762800005,Japan
6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,13459991.92,0.11659,1517500,JP3866800000,Japan
CPU,COMPUTERSHARE LTD,Industrials,13421778.3,0.11626,746358,AU000000CPU5,Australia
ITRK,INTERTEK GROUP PLC,Industrials,13366750.76,0.11578,221448,GB0031638363,United Kingdom
WTC,WISETECH GLOBAL LTD,Information Technology,13329774.9,0.11546,228395,AU000000WTC3,Australia
7735,SCREEN HOLDINGS LTD,Information Technology,13120126.11,0.11364,112300,JP3494600004,Japan
4684,OBIC LTD,Information Technology,12970218.27,0.11235,94600,JP3173400007,Japan
6506,YASKAWA ELECTRIC CORP,Industrials,12970632.17,0.11235,329000,JP3932000007,Japan
9613,NTT DATA GROUP CORP,Information Technology,12814033.95,0.11099,867500,JP3165700000,Japan
7532,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,12812087.31,0.11098,523400,JP3639650005,Japan
IMCD,IMCD NV,Industrials,12770099.85,0.11061,78279,NL0010801007,Netherlands
FPH,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,12549698.67,0.1087,799560,NZFAPE0001S2,New Zealand
9531,TOKYO GAS LTD,Utilities,12478674.21,0.10809,507500,JP3573000001,Japan
TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,12234686.2,0.10598,1484440,AU000000TCL6,Australia
SGSN,SGS SA,Industrials,12094213.35,0.10476,134526,CH1256740924,Switzerland
QIA,QIAGEN NV,Health Care,11986698.72,0.10383,303789,NL0015001WM6,Germany
SPX,SPIRAX-SARCO ENGINEERING PLC,Industrials,11564924.87,0.10017,101225,GB00BWFGQN14,United Kingdom
RO,ROCHE HOLDING AG,Health Care,11465627.01,0.09931,44163,CH0012032113,Switzerland
2801,KIKKOMAN CORP,Consumer Staples,11352169.77,0.09833,928500,JP3240400006,Japan
CARL B,CARLSBERG AS  CL B,Consumer Staples,11291765.43,0.09781,87935,DK0010181759,Denmark
AC,ACCOR SA,Consumer Discretionary,11033261.94,0.09557,259642,FR0000120404,France
6869,SYSMEX CORP,Health Care,10958905.42,0.09492,691500,JP3351100007,Japan
METSO,METSO CORPORATION,Industrials,10950789.39,0.09485,900712,FI0009014575,Finland
MIN,MINERAL RESOURCES LTD,Materials,10874452.12,0.09419,239060,AU000000MIN4,Australia
MTX,MTU AERO ENGINES HOLDING AG,Industrials,10812771.77,0.09366,47552,DE000A0D9PT0,Germany
SRT3,SARTORIUS PREF AG,Health Care,10697656.67,0.09266,35997,DE0007165631,Germany
CAR,CAR GROUP LTD,Communication,10594613.06,0.09177,491981,AU000000CAR3,Australia
AUTO,AUTO TRADER GROUP PLC,Communication,10471342.28,0.0907,1243535,GB00BVYVFW23,United Kingdom
4755,RAKUTEN GROUP INC,Consumer Discretionary,10458713.02,0.09059,2060100,JP3967200001,Japan
SW,SODEXO SA,Consumer Discretionary,10009651.5,0.0867,121525,FR0000121220,France
A17U,CAPITALAND ASCENDAS REIT,Real Estate,9750823.18,0.08446,5126900,SG1M77906915,Singapore
TLC,THE LOTTERY CORPORATION LTD,Consumer Discretionary,9701429.92,0.08403,3058495,AU0000219529,Australia
AENA,AENA SME SA,Industrials,9466835.5,0.082,50943,ES0105046009,Spain
4911,SHISEIDO LTD,Consumer Staples,9379341.63,0.08124,357300,JP3351600006,Japan
INDT,INDUTRADE,Industrials,9340998.03,0.08091,375469,SE0001515552,Sweden
EPI B,EPIROC CLASS B,Industrials,9316902.14,0.0807,535957,SE0015658117,Sweden
NIBE B,NIBE INDUSTRIER CLASS B,Industrials,9302111.95,0.08057,2081759,SE0015988019,Sweden
6479,MINEBEA MITSUMI INC,Industrials,9160078.25,0.07934,498900,JP3906000009,Japan
SAAB B,SAAB B,Industrials,9087390.79,0.07871,110084,SE0000112385,Sweden
WIX,WIX.COM LTD,Information Technology,9086233.86,0.0787,74618,IL0011301780,Israel
ENT,ENTAIN PLC,Consumer Discretionary,8990605.71,0.07788,876484,IM00B5VQMV65,United Kingdom
4452,KAO CORP,Consumer Staples,8957493.94,0.07759,224300,JP3205800000,Japan
DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,8953001.72,0.07755,40087,FR0013154002,France
SIGN,SIG GROUP N AG,Materials,8939306.73,0.07743,423121,CH0435377954,Switzerland
6383,DAIFUKU LTD,Industrials,8894635.41,0.07704,417400,JP3497400006,Japan
MPL,MEDIBANK PRIVATE LTD,Financials,8887360.38,0.07698,3784416,AU000000MPL3,Australia
ZAL,ZALANDO,Consumer Discretionary,8882650.53,0.07694,308064,DE000ZAL1111,Germany
GRAB,GRAB HOLDINGS LTD CLASS A,Industrials,8824532.73,0.07644,2603107,KYG4124C1096,Singapore
7701,SHIMADZU CORP,Information Technology,8823049.31,0.07642,325600,JP3357200009,Japan
WISE,WISE PLC CLASS A,Financials,8505025.83,0.07367,843681,GB00BL9YR756,United Kingdom
4612,NIPPON PAINT HOLDINGS LTD,Materials,8502380.6,0.07365,1303600,JP3749400002,Japan
CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,8439168.3,0.0731,843991,NL0015435975,Italy
9766,KONAMI GROUP CORP,Communication,8424560.71,0.07297,138300,JP3300200007,Japan
6586,MAKITA CORP,Industrials,8395474.21,0.07272,307400,JP3862400003,Japan
REA,REA GROUP LTD,Communication,8249752.2,0.07146,72626,AU000000REA9,Australia
KOG,KONGSBERG GRUPPEN,Industrials,8209641.63,0.07111,120968,NO0003043309,Norway
RHC,RAMSAY HEALTH CARE LTD,Health Care,8209210.4,0.07111,252256,AU000000RHC8,Australia
9697,CAPCOM LTD,Communication,8039600.32,0.06964,475200,JP3218900003,Japan
LIFCO B,LIFCO CLASS B,Industrials,8024165.87,0.0695,320419,SE0015949201,Sweden
4528,ONO PHARMACEUTICAL LTD,Health Care,7933383.99,0.06872,533000,JP3197600004,Japan
ERF,EUROFINS SCIENTIFIC,Health Care,7721112.37,0.06688,120608,FR0014000MR3,France
ORI,ORICA LTD,Materials,7659312.03,0.06634,661725,AU000000ORI1,Australia
BVI,BUREAU VERITAS SA,Industrials,7639357.58,0.06617,263581,FR0006174348,France
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,7617808.69,0.06598,143731,IT0003828271,Italy
6326,KUBOTA CORP,Industrials,7579654.0,0.06565,483500,JP3266400005,Japan
SEK,SEEK LTD,Communication,7560763.26,0.06549,489636,AU000000SEK6,Australia
JMT,JERONIMO MARTINS SA,Consumer Staples,7426825.05,0.06433,389165,PTJMT0AE0001,Portugal
S68,SINGAPORE EXCHANGE LTD,Financials,7426698.49,0.06433,1116300,SG1J26887955,Singapore
G24,SCOUT24 N,Communication,7425838.41,0.06432,103092,DE000A12DM80,Germany
3659,NEXON LTD,Communication,7403084.24,0.06412,470200,JP3758190007,Japan
2413,M3 INC,Health Care,7392699.43,0.06403,606900,JP3435750009,Japan
DHER,DELIVERY HERO,Consumer Discretionary,7363462.35,0.06378,241372,DE000A2E4K43,Germany
MNDY,MONDAYCOM LTD,Information Technology,7352172.0,0.06368,39720,IL0011762130,Israel
KBX,KNORR BREMSE AG,Industrials,7323799.32,0.06344,99757,DE000KBX1006,Germany
2897,NISSIN FOODS HOLDINGS LTD,Consumer Staples,7247227.81,0.06277,275400,JP3675600005,Japan
SN.,SMITH AND NEPHEW PLC,Health Care,7209795.89,0.06245,599203,GB0009223206,United Kingdom
1605,INPEX CORP,Energy,7170028.13,0.06211,467200,JP3294460005,Japan
6965,HAMAMATSU PHOTONICS,Information Technology,7040014.87,0.06098,192700,JP3771800004,Japan
VER,VERBUND AG,Utilities,6996443.92,0.0606,93600,AT0000746409,Austria
6841,YOKOGAWA ELECTRIC CORP,Information Technology,6990696.85,0.06055,314500,JP3955000009,Japan
9735,SECOM LTD,Industrials,6969448.67,0.06037,100200,JP3421800008,Japan
BRBY,BURBERRY GROUP PLC,Consumer Discretionary,6963912.13,0.06032,498710,GB0031743007,United Kingdom
GALP,GALP ENERGIA SGPS SA,Energy,6961073.75,0.0603,406019,PTGAL0AM0009,Portugal
3088,MATSUKIYOKARA,Consumer Staples,6950908.65,0.06021,471500,JP3869010003,Japan
NEM,NEMETSCHEK,Information Technology,6910808.65,0.05986,79384,DE0006452907,Germany
BEIJ B,BEIJER REF CLASS B,Industrials,6893445.48,0.05971,529286,SE0015949748,Sweden
2267,YAKULT HONSHA LTD,Consumer Staples,6847229.1,0.05931,352800,JP3931600005,Japan
4091,NIPPON SANSO HOLDINGS CORP,Materials,6790297.82,0.05882,238300,JP3711600001,Japan
9041,KINTETSU GROUP HOLDINGS LTD,Industrials,6755810.51,0.05852,248600,JP3260800002,Japan
EDV,ENDEAVOUR GROUP LTD,Consumer Staples,6729997.57,0.05829,1969878,AU0000154833,Australia
PUM,PUMA,Consumer Discretionary,6671801.7,0.05779,145208,DE0006969603,Germany
SAGA B,SAGAX CLASS B,Real Estate,6582116.86,0.05701,270944,SE0005127818,Sweden
TLS,TELSTRA GROUP LTD,Communication,6563852.25,0.05686,2779788,AU000000TLS2,Australia
TEMN,TEMENOS AG,Information Technology,6542119.83,0.05667,88401,CH0012453913,Switzerland
4523,EISAI LTD,Health Care,6519866.77,0.05647,173100,JP3160400002,Japan
27,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,6517349.69,0.05645,1499000,HK0027032686,Hong Kong
DIE,DIETEREN (D) SA,Consumer Discretionary,6473070.48,0.05607,29547,BE0974259880,Belgium
PLS,PILBARA MINERALS LTD,Materials,6446375.05,0.05584,2555927,AU000000PLS0,Australia
